"";"diputadoId";"nombre";"distrito";"bloqueId";"color";"bloque";"bloqueAbreviado";"periodo";"cluster"
"1036";103;"BERTOL, Paula María";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;1
"1058";105;"BERTONE, Rosana Andrea";"Tierra del Fuego";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"1084";108;"BIANCHI, Ivana María";"San Luis";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"109";109;"BIANCHI, María del Carmen";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1115";111;"BIDEGAIN, Gloria Mercedes";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"1121";112;"BIELLA CALVET, Bernardo José";"Salta";140;"#ffffff";"U.De.So.";"U.De.So.";2011;2
"1172";117;"BLANCO de PERALTA, Blanca";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"1218";121;"BONASSO, Miguel";"Cdad.Aut.Bs.As.";32;"#ffffff";"Diálogo por Buenos Aires";"Diálogo por Buenos Aires";2011;1
"1281";128;"BRAWER, Mara";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1306";130;"BRILLO, José Ricardo";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2011;2
"1331";133;"BRIZUELA Y DORIA DE CARA, Olga Inés";"La Rioja";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"1341";134;"BROMBERG, Isaac Benjamín";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1353";135;"BROWN, Carlos Ramón";"Buenos Aires";58;"#0b615e";"Frente Peronista";"FP";2011;2
"1366";136;"BRUE, Daniel Agustín";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;3
"1404";140;"BULLRICH, Patricia";"Cdad.Aut.Bs.As.";15;"#2ca02c";"Coalición Cívica";"CC";2011;3
"1412";141;"BURYAILE, Ricardo";"Formosa";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"1471";147;"CALCAGNO, Eric";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1484";148;"CALCHAQUI, Mariel";"Tierra del Fuego";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"1538";153;"CAMAÑO, Graciela";"Buenos Aires";111;"#ffffff";"Peronista";"Peronista";2011;3
"1645";164;"CARCA, Elisa Beatriz";"Buenos Aires";15;"#2ca02c";"Coalición Cívica";"CC";2011;2
"1652";165;"CARDELLI, Jorge Justo";"Cdad.Aut.Bs.As.";88;"#ffffff";"Movimiento Proyecto Sur";"Movimiento Proyecto Sur";2011;3
"1666";166;"CARLOTTO, Remo Gerardo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"1671";167;"CARMONA, Guillermo Ramón";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1692";169;"CARRANZA, Carlos Alberto";"Santa Fe";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"1714";171;"CARRIO, Elisa María";"Cdad.Aut.Bs.As.";15;"#2ca02c";"Coalición Cívica";"CC";2011;3
"1742";174;"CASAÑAS, Juan Francisco";"Tucumán";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"1754";175;"CASELLES, Graciela María";"San Juan";55;"#ffffff";"Frente para la Victoria - Partido Bloqui";"Frente para la Victoria - Partido Bloqui";2011;3
"1783";178;"CASTALDO, Norah Susana";"Tucumán";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"1792";179;"CASTAÑON, Hugo";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"1821";182;"CATALAN MAGNI, Julio César";"Tierra del Fuego";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1874";187;"CEJAS, Jorge Alberto";"Rio Negro";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"1932";193;"CHEMES, Jorge Omar";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"1952";195;"CHIENO, María Elena";"Corrientes";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"1964";196;"CHIQUICHANO, Rosa Laudelina";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"1981";198;"CIAMPINI, José Alberto";"Neuquén";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"1992";199;"CICILIANI, Alicia Mabel";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2011;2
"2008";200;"CIGOGNA, Luis Francisco Jorge";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2031";203;"CLERI, Marcos";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"2078";207;"COMELLI, Alicia Marcela";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2011;2
"2082";208;"COMI, Carlos Marcelo";"Santa Fe";15;"#2ca02c";"Coalición Cívica";"CC";2011;1
"2116";211;"CONTI, Diana Beatriz";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2148";214;"CORDOBA, Stella Maris";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2194";219;"CORTINA, Roy";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2011;3
"2222";222;"COSTA, Eduardo Raúl";"Santa Cruz";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"2264";226;"CREMER de BUSTI, María Cristina";"Entre Ríos";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"2274";227;"CUCCOVILLO, Ricardo Oscar";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2011;3
"2292";229;"CURRILEN, Oscar Rubén";"Chubut";111;"#ffffff";"Peronista";"Peronista";2011;2
"2307";230;"CUSINATO, José César Gustavo";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"2318";231;"DAHER, Zulema Beatríz";"Salta";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"2344";234;"DAMILANO GRIVARELLO, Viviana Mónica";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"2354";235;"DATO, Alfredo Carlos";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"240";240;"De FERRARI RUEDA, Patricia";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"2411";241;"De GENNARO, Victor Norberto";"Buenos Aires";144;"#ffffff";"Unidad Popular";"Unidad Popular";2011;2
"2438";243;"DE LA ROSA, Maria Graciela";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2446";244;"DE MARCHI, Omar Bruno";"Mendoza";30;"#ffffff";"Demócrata de Mendoza";"Demócrata de Mendoza";2011;3
"2456";245;"DE NARVAEZ, Francisco";"Buenos Aires";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"2471";247;"de PEDRO, Eduardo Enrique";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"2482";248;"de PRAT GAY, Alfonso";"Cdad.Aut.Bs.As.";15;"#2ca02c";"Coalición Cívica";"CC";2011;3
"2494";249;"DEL CAMPILLO, Héctor Eduardo";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"2546";254;"DEPETRI, Edgardo Fernando";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"2606";260;"di TULLIO, Juliana";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2618";261;"DIAZ BANCALARI, José María";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2636";263;"DIAZ ROIG, Juan Carlos";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"2648";264;"DIAZ, Susana Eladia";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2684";268;"DONDA PEREZ, Victoria Analía";"Buenos Aires";78;"#ffffff";"Libres del Sur";"Libres del Sur";2011;3
"2691";269;"DONKIN, Carlos Guillermo";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2721";272;"DUCLOS, Omar Arnaldo";"Buenos Aires";70;"#ffffff";"GEN";"GEN";2011;2
"2732";273;"DUTTO, Gustavo Alberto";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"2741";274;"ELICECHE, Carlos Tomas";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"276";276;"ELORRIAGA, Osvaldo Enrique";"Entre Ríos";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"2774";277;"ERRO, Norberto Pedro";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"2801";280;"ESPINDOLA, Gladys Susana";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"2838";283;"FADEL, Patricia Susana";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"2842";284;"FADUL, Liliana";"Tierra del Fuego";98;"#ffffff";"Partido Federal Fueguino";"Partido Federal Fueguino";2011;1
"2872";287;"FAUSTINELLI, Hipólito";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"2882";288;"FAVARIO, Carlos Alberto";"Santa Fe";31;"#ffffff";"Demócrata Progresista";"Demócrata Progresista";2011;2
"2904";290;"FEIN, Mónica Hayde";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2011;2
"2911";291;"FELETTI, Roberto José";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"2922";292;"FELIX, Omar";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"2933";293;"FELLNER, Eduardo Alfredo";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"2971";297;"FERNANDEZ SAGASTI, Anabel";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3021";302;"FERNANDEZ, Rodolfo Alfredo";"Corrientes";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"3036";303;"FERRA DE BARTOL, Margarita";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"3051";305;"FERRARI, Gustavo Alfredo";"Buenos Aires";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"307";307;"FERREYRA, Araceli";"Corrientes";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3121";312;"FIAD, Mario Raymundo";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"3158";315;"FIOL, Paulina Esther";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"316";316;"FIORE VIÑUALES, María Cristina del Valle";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2011;4
"3174";317;"FLORES, Héctor";"Buenos Aires";15;"#2ca02c";"Coalición Cívica";"CC";2011;3
"3201";320;"FORCONI, Juan Carlos";"Santa Fe";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"3222";322;"FORTE, Ulises Umberto";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"3232";323;"FORTUNA, Francisco José";"Córdoba";23;"#ffffff";"Córdoba Federal";"Córdoba Federal";2011;2
"3241";324;"FRANCIONI, Fabián Marcelo";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3281";328;"GALLARDO, Miriam Graciela del Valle";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"3311";331;"GAMBARO, Natalia";"Buenos Aires";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"334";334;"GARCIA LARRABURU, Silvina Marcela";"Rio Negro";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"337";337;"GARCIA, Andrea Fabiana";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3394";339;"GARCIA, Irma Adriana";"La Pampa";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"3406";340;"GARCIA, María Teresa";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"3418";341;"GARCIA, Susana Rosa";"Santa Fe";15;"#2ca02c";"Coalición Cívica";"CC";2011;2
"3424";342;"GARDELLA, Patricia Susana";"Buenos Aires";24;"#ffffff";"Corriente de Pensamiento Federal";"Corriente de Pensamiento Federal";2011;3
"3441";344;"GARNERO, Estela Ramona";"Córdoba";23;"#ffffff";"Córdoba Federal";"Córdoba Federal";2011;2
"345";345;"GARRAMUÑO, Jorge Alberto";"Tierra del Fuego";86;"#ffffff";"Movimiento Popular Fueguino";"Movimiento Popular Fueguino";2011;2
"348";348;"GARRIDO, Manuel";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"350";350;"GDANSKY, Carlos Enrique";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"353";353;"GENNARO, Victor";"Buenos Aires";144;"#ffffff";"Unidad Popular";"Unidad Popular";2011;2
"3551";355;"GERMANO, Daniel";"Santa Fe";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"356";356;"GIACCONE, Claudia Alejandra";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3573";357;"GIACOMINO, Daniel Oscar";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"3584";358;"GIANNETTASIO, Graciela María";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"3591";359;"GIL LAVEDRA, Ricardo Rodolfo";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"3604";360;"GIL LOZANO, Claudia Fernanda";"Cdad.Aut.Bs.As.";15;"#2ca02c";"Coalición Cívica";"CC";2011;2
"3628";362;"GIOJA, Juan Carlos";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"3648";364;"GIUBERGIA, Miguel Angel";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"3658";365;"GIUDICI, Silvana Myriam";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"3688";368;"GODOY, Ruperto Eduardo";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"3711";371;"GONZALEZ, Gladys Esther";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;1
"3734";373;"GONZALEZ, Juan Dante";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"3755";375;"GONZALEZ, Nancy Susana";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"3811";381;"GRANADOS, Dulce";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"3824";382;"GRIBAUDO, Christian Alejandro";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;3
"384";384;"GROSSO, Leonardo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"385";385;"GUCCIONE, José Daniel";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3874";387;"GULLO, Juan Carlos Dante";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"3931";393;"GUTIERREZ, Mónica Edith";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"3942";394;"GUZMAN, Olga Elizabeth";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2011;2
"396";396;"HARISPE, Gastón";"Buenos Aires";36;"#ffffff";"Encuentro";"Encuentro";2011;4
"3971";397;"HELLER, Carlos";"Cdad.Aut.Bs.As.";93;"#ffffff";"Nuevo Encuentro Popular y Solidario";"Nuevo Encuentro Popular y Solidario";2011;3
"4027";402;"HERRERA, Griselda Noemí";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"4034";403;"HERRERA, José Alberto";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;3
"4064";406;"HOTTON, Cynthia Liliana";"Cdad.Aut.Bs.As.";152;"#ffffff";"Valores para mi País";"Valores para mi País";2011;3
"408";408;"IANNI, Ana María";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"4101";410;"IBARRA, Mauricio";"San Juan";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"4115";411;"IBARRA, Vilma Lidia";"Cdad.Aut.Bs.As.";93;"#ffffff";"Nuevo Encuentro Popular y Solidario";"Nuevo Encuentro Popular y Solidario";2011;1
"4124";412;"IGLESIAS, Fernando Adolfo";"Cdad.Aut.Bs.As.";15;"#2ca02c";"Coalición Cívica";"CC";2011;2
"4188";418;"IRRAZABAL, Juan Manuel";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"4201";420;"ITURRASPE, Nora Graciela";"Buenos Aires";132;"#ffffff";"SI por la Unidad Popular";"SI por la Unidad Popular";2011;1
"430";430;"JUNIO, Juan Carlos Isaac";"Cdad.Aut.Bs.As.";36;"#ffffff";"Encuentro";"Encuentro";2011;4
"4312";431;"JURI, Mariana";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"4335";433;"KATZ, Daniel";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"4344";434;"KENNY, Eduardo Enrique Federico";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"4364";436;"KORENFELD, Beatriz Liliana";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"437";437;"KOSINER, Pablo Francisco Juan";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"4385";438;"KRONEBERGER, Daniel Ricardo";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"4406";440;"KUNKEL, Carlos Miguel";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"4444";444;"LANCETA, Rubén Orfel";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"4457";445;"LANDAU, Jorge Alberto";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"4471";447;"LARROQUE, Andrés";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"4494";449;"LEDESMA, Julio Rubén";"Buenos Aires";24;"#ffffff";"Corriente de Pensamiento Federal";"Corriente de Pensamiento Federal";2011;3
"4514";451;"LEGUIZAMON, María Laura";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"4574";457;"LEVERBERG, Stella Maris";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"4604";460;"LINARES, María Virginia";"Buenos Aires";70;"#ffffff";"GEN";"GEN";2011;1
"4652";465;"LLANOS, Ermindo Edgardo Marcelo";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"4664";466;"LLERA, Timoteo";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"4684";468;"LOPEZ ARIAS, Marcelo Eduardo";"Salta";111;"#ffffff";"Peronista";"Peronista";2011;1
"4735";473;"LOPEZ, Rafael Angel";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"4763";476;"LORGES, Juan Carlos";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"477";477;"LOTTO de VECCHIETTI, Inés Beatriz";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"4808";480;"LOZANO, Claudio Raúl";"Cdad.Aut.Bs.As.";88;"#ffffff";"Movimiento Proyecto Sur";"Movimiento Proyecto Sur";2011;3
"4844";484;"LUNA de MARCOS, Ana Zulema";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;2
"4878";487;"MACALUSE, Eduardo Gabriel";"Buenos Aires";132;"#ffffff";"SI por la Unidad Popular";"SI por la Unidad Popular";2011;2
"4911";491;"MAJDALANI, Silvia Cristina";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;1
"493";493;"MALDONADO, Hugo";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"4951";495;"MANSUR, Ricardo Alfredo";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"4978";497;"MARCONATO, Gustavo Angel";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"5016";501;"MARTIARENA, Mario Humberto";"Jujuy";108;"#ffffff";"Peronismo Jujeño";"Peronismo Jujeño";2011;2
"5074";507;"MARTINEZ ODDONE, Heriberto Agustín";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"5112";511;"MARTINEZ, Ernesto Félix";"Córdoba";43;"#ffffff";"Frente Cívico - Córdoba";"Frente Cívico - Córdoba";2011;3
"5126";512;"MARTINEZ, Julio César";"La Rioja";147;"#d62728";"Unión Cívica Radical";"UCR";2011;1
"5131";513;"MARTINEZ, Oscar Ariel";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5151";515;"MARTINEZ, Soledad";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;1
"5191";519;"MAZZARELLA, Susana del Valle";"Córdoba";43;"#ffffff";"Frente Cívico - Córdoba";"Frente Cívico - Córdoba";2011;3
"523";523;"MENDOZA, Mayra Soledad";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5241";524;"MENDOZA, Sandra Marcela";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"5261";526;"MERA, Dalmacio";"Catamarca";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;3
"5274";527;"MERCHAN, Paula Cecilia";"Córdoba";78;"#ffffff";"Libres del Sur";"Libres del Sur";2011;3
"5294";529;"MERLO, Mario Raúl";"San Luis";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"530";530;"METAZA, Mario Alfredo";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5312";531;"MICHETTI, Marta Gabriela";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;3
"5342";534;"MILMAN, Gerardo Fabián";"Buenos Aires";70;"#ffffff";"GEN";"GEN";2011;1
"5371";537;"MIRKIN, Beatriz Graciela";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5401";540;"MOLAS, Pedro Omar";"Catamarca";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"5412";541;"MOLINA, Manuel Isauro";"Catamarca";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5445";544;"MONGELO, José Ricardo";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5508";550;"MONTOYA, Jorge Luciano";"Córdoba";91;"#ffffff";"Nucleo Unidad Peronista";"Nucleo Unidad Peronista";2011;3
"5524";552;"MORAN, Juan Carlos";"Buenos Aires";15;"#2ca02c";"Coalición Cívica";"CC";2011;3
"5544";554;"MORANTE, Antonio Arnaldo María";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;1
"5574";557;"MOREJON, Manuel Amor";"Chubut";111;"#ffffff";"Peronista";"Peronista";2011;2
"5586";558;"MORENO, Carlos Julio";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"5611";561;"MOUILLERON, Roberto Mario";"Buenos Aires";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"562";562;"MOYANO, Juan Facundo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"564";564;"MULLER, Edgar Raúl";"Córdoba";58;"#0b615e";"Frente Peronista";"FP";2011;2
"5655";565;"MULLER, Mabel Hilda";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"571";571;"NAVARRO, Graciela";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;4
"5721";572;"NEBREDA, Carmen Rosa";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"5735";573;"NEGRI, Mario Raúl";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2011;2
"5785";578;"OBEID, Jorge Alberto";"Santa Fe";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;3
"5794";579;"OBIGLIO, Julián Martín";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2011;1
"5804";580;"OCAÑA, Maria Graciela";"Buenos Aires";143;"#ffffff";"Unidad para el Desarrollo Social y la Equidad";"Unidad para el Desarrollo Social y la Equidad";2011;2
"5816";581;"OLIVA, Cristian Rodolfo";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;3
"5831";583;"OLMEDO, Alfredo Horacio";"Salta";129;"#ffffff";"Salta Somos Todos";"Salta Somos Todos";2011;3
"585";585;"OPORTO, Mario Néstor";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5861";586;"ORSOLINI, Pablo Eduardo";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2011;3
"587";587;"ORTIZ CORREA, Marcia Sara María";"Catamarca";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"588";588;"ORTIZ, Mariela";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;4
"5945";594;"PAIS, Juan Mario";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"5982";598;"PANSA, Sergio Horacio";"San Luis";107;"#ffffff";"Peronismo Federal";"Peronismo Federal";2011;1
"6001";600;"PARADA, Liliana Beatriz";"Cdad.Aut.Bs.As.";88;"#ffffff";"Movimiento Proyecto Sur";"Movimiento Proyecto Sur";2011;1
"6014";601;"PAREDES URQUIZA, Alberto Nicolás";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"6044";604;"PAROLI, Raúl Omar";"Catamarca";48;"#ffffff";"Frente Cívico y Social de Catamarca";"Frente Cívico y Social de Catamarca";2011;2
"6064";606;"PASINI, Ariel Osvaldo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2011;2
"6084";608;"PASTORIZA, Mirta Ameliana";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2011;2
"6135";613;"PERALTA, Fabián Francisco";"Santa Fe";70;"#ffffff";"GEN";"GEN";2011;1
